p_inf,num_tests,test_functions,i,cnt,tp,tn,fp,fn,tkn_max,tkn_mean,tkn_std
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",2,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",3,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",4,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",5,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",6,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",7,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",8,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",9,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",10,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",11,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",12,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",13,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",14,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",15,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",16,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",17,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",18,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",19,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",20,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",21,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",22,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",23,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",24,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",25,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",26,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",27,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",28,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",29,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",30,18,2,691,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",31,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",32,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",33,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",34,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",35,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",36,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",37,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",38,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",39,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",40,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",41,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",42,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",43,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",44,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",45,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",46,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",47,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",48,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",49,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",50,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",51,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",52,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",53,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",54,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",55,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",56,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",57,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",58,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",59,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",60,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",61,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",62,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",63,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",64,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",65,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",66,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",67,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",68,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",69,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",70,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",71,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",72,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",73,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",74,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",75,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",76,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",77,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",78,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",79,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",80,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",81,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",82,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",83,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9997,specificity=0.9997",84,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",0,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",1,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",2,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",3,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",4,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",5,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",6,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",7,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",8,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",9,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",10,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",11,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",12,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",13,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",14,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",15,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",16,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",17,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",18,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",19,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",20,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",21,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",22,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",23,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",24,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",25,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",26,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",27,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",28,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",29,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",30,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",31,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",32,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",33,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",34,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",35,20,2,691,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",36,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",37,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",38,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",39,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",40,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",41,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",42,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",43,19,2,691,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",44,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",45,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",46,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",47,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",48,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",49,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",50,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",51,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",52,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",53,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",54,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",55,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",56,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",57,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",58,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",59,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",60,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",61,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",62,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",63,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",64,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",65,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",66,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",67,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",68,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",69,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",70,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",71,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",72,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",73,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",74,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",75,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",76,11,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",77,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",78,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",79,10,1,692,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",80,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",81,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",82,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",83,1,0,693,0,0,1,1,0.0
0.00030000000000000003,85,"sensitivity=0.9998,specificity=0.9998",84,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",1,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",2,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",3,11,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",4,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",5,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",6,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",7,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",8,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.999,specificity=0.999",9,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",1,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",2,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",3,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",4,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",5,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",6,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",7,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",8,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9991,specificity=0.9991",9,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",1,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",2,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",3,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",4,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",5,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",6,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",7,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",8,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9992,specificity=0.9992",9,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",1,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",2,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",3,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",4,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",5,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",6,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",7,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",8,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9993,specificity=0.9993",9,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",1,11,1,691,1,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",2,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",3,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",4,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",5,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",6,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",7,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",8,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994,specificity=0.9994",9,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",1,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",2,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",3,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",4,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",5,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",6,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",7,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",8,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9994999999999999,specificity=0.9994999999999999",9,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",1,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",2,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",3,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",4,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",5,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",6,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",7,10,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",8,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9996,specificity=0.9996",9,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",1,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",2,11,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",3,11,1,692,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",4,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",5,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",6,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",7,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",8,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9997,specificity=0.9997",9,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",0,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",1,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",2,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",3,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",4,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",5,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",6,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",7,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",8,1,0,693,0,0,1,1,0.0
0.0004,10,"sensitivity=0.9998,specificity=0.9998",9,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",0,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",1,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",2,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",3,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",4,11,1,692,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",5,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",6,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",7,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",8,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",9,10,1,692,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",10,11,1,692,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",11,10,1,692,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",12,1,0,693,0,0,1,1,0.0
0.0004,35,"sensitivity=0.999,specificity=0.999",13,1,0,693,0,0,1,1,0.0
